titulo,descripcion,categoria,latitud,longitud,fecha
"Nevada en Puerto Madryn, Chubut: rutas con baja adherencia","Se registran nevadas en un área industrial. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-42.793911,-65.015572,8/18/2024
"Corte parcial por protesta en Puerto Iguazú, Misiones","Vecinos informan una manifestación en un área industrial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-25.585079,-54.59696,3/2/2025
"Choque en Jesús María, Córdoba: tránsito reducido",Testigos informan un accidente de tránsito en un barrio residencial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-30.973969,-64.11848,5/10/2025
"Atención: aumento de consultas respiratorias en Paraná, Entre Ríos","Vecinos informan alta demanda en guardias en un barrio residencial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.732601,-60.511457,1/6/2025
"Derrame de combustible en Mendoza, Mendoza: calzada resbaladiza",Se reporta (esta tarde) un derrame de combustible cerca de una estación de servicio. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-32.882858,-68.817041,9/4/2024
"Corte parcial por protesta en San Isidro, Buenos Aires","Vecinos informan una manifestación en la salida hacia la ruta. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-34.448179,-58.532493,4/26/2025
"Ráfagas fuertes en La Plata, Buenos Aires: caída de ramas y carteles","Se reportan ráfagas intensas en un puente/viaducto. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-34.893868,-57.972098,3/6/2024
"Choque en Tartagal, Salta: tránsito reducido","Testigos informan (esta tarde) un accidente de tránsito en un barrio residencial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-22.491335,-63.81186,11/11/2025
"Deslizamiento de ladera en Orán, Salta: precaución en accesos",Se reporta (en las últimas horas) un deslizamiento de tierra/rocas sobre un acceso principal. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso.,Deslizamiento,-23.166887,-64.317167,7/15/2025
"Corte parcial por protesta en Belén, Catamarca","Vecinos informan una manifestación en un área industrial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-27.654298,-67.033287,3/28/2024
"Demoras en transporte en Villa Carlos Paz, Córdoba","Usuarios informan demoras y cancelaciones en la salida hacia la ruta. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-31.407134,-64.497141,1/22/2024
"Calles anegadas en Rafaela, Santa Fe tras lluvias intensas",Vecinos informan (esta mañana) anegamientos y acumulación de agua en un área industrial. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-31.25077,-61.480978,6/21/2024
"Tormenta con granizo en La Plata, Buenos Aires: daños en vehículos",Vecinos reportan caída de granizo en un puente/viaducto. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad.,Granizo,-34.903042,-57.976763,3/16/2024
"Choque en San Salvador de Jujuy, Jujuy: tránsito reducido","Testigos informan (esta tarde) un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-24.19697,-65.299179,5/12/2024
"Alerta por robos en Corrientes, Corrientes: piden reforzar cuidados",Se reportan (esta mañana) hechos de inseguridad en un corredor comercial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-27.445512,-58.826701,6/23/2025
"Incendio forestal cerca de Neuquén, Neuquén: humo visible","Se reporta (en las últimas horas) un foco de incendio en vegetación en un barrio residencial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-38.980146,-68.085029,1/12/2025
"Derrame de combustible en Santa Fe, Santa Fe: calzada resbaladiza","Se reporta un derrame de combustible en inmediaciones de una escuela. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-31.648994,-60.688237,2/19/2025
"Ráfagas fuertes en Ushuaia, Tierra del Fuego: caída de ramas y carteles","Se reportan ráfagas intensas sobre un acceso principal. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-54.830942,-68.295091,7/12/2025
"Incendio en San Martín de los Andes, Neuquén: bomberos trabajan en el lugar","Se reporta un incendio cerca de un parque/plaza. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-40.141472,-71.323704,6/8/2024
"Nevada en Ushuaia, Tierra del Fuego: rutas con baja adherencia","Se registran nevadas sobre un acceso principal. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-54.794761,-68.28816,1/4/2024
"Alerta por robos en Santa Rosa, La Pampa: piden reforzar cuidados",Se reportan hechos de inseguridad en la zona céntrica. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-36.600047,-64.27841,5/22/2025
"Deslizamiento de ladera en Río Grande, Tierra del Fuego: precaución en accesos","Se reporta (esta noche) un deslizamiento de tierra/rocas en un área industrial. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-53.763926,-67.722738,4/23/2024
"Incendio en Mar del Plata, Buenos Aires: bomberos trabajan en el lugar","Se reporta un incendio en inmediaciones de una escuela. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-37.994304,-57.544661,11/27/2024
"Atención: aumento de consultas respiratorias en Cutral Có, Neuquén",Vecinos informan alta demanda en guardias en la salida hacia la ruta. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-38.935895,-69.204158,5/22/2025
"Tormenta con granizo en San Rafael, Mendoza: daños en vehículos","Vecinos reportan caída de granizo en un barrio residencial. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros.",Granizo,-34.607714,-68.35966,3/30/2025
"Nevada en San Luis, San Luis: rutas con baja adherencia","Se registran (esta noche) nevadas cerca de un parque/plaza. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-33.282254,-66.365835,9/2/2025
"Altas temperaturas en Resistencia, Chaco: alertan por golpe de calor","Se reportan temperaturas elevadas en un corredor comercial. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-27.454379,-58.959656,7/11/2025
"Calles anegadas en Corrientes, Corrientes tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en la zona céntrica. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-27.494515,-58.812107,7/26/2025
"Alerta por robos en Junín, Buenos Aires: piden reforzar cuidados",Se reportan (esta mañana) hechos de inseguridad en un barrio residencial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-34.578947,-60.931861,12/14/2024
"Atención: aumento de consultas respiratorias en Trelew, Chubut",Vecinos informan (al mediodía) alta demanda en guardias cerca de un parque/plaza. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-43.223962,-65.330296,7/24/2025
"Corte de luz en Presidencia Roque Sáenz Peña, Chaco: cuadrillas revisan la red",Se registran (esta tarde) interrupciones del servicio eléctrico en inmediaciones de una escuela. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-26.770078,-60.434257,2/23/2024
"Alerta por robos en Zárate, Buenos Aires: piden reforzar cuidados","Se reportan hechos de inseguridad en un área industrial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.112903,-59.03331,11/19/2024
"Atención: aumento de consultas respiratorias en La Rioja, La Rioja",Vecinos informan alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-29.4255,-66.863756,12/30/2024
"Alerta por robos en Concordia, Entre Ríos: piden reforzar cuidados",Se reportan hechos de inseguridad en inmediaciones de una escuela. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-31.40323,-58.043019,8/25/2025
"Choque en Quilmes, Buenos Aires: tránsito reducido",Testigos informan un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-34.721841,-58.281029,9/3/2024
"Demoras en transporte en Mar del Plata, Buenos Aires",Usuarios informan demoras y cancelaciones en un corredor comercial. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-38.017278,-57.568609,9/12/2024
"Demoras en transporte en La Plata, Buenos Aires",Usuarios informan demoras y cancelaciones en inmediaciones de una escuela. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-34.905655,-57.935122,6/4/2025
"Calles anegadas en Formosa, Formosa tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua en un barrio residencial. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-26.179466,-58.169544,5/19/2025
"Calles anegadas en San Isidro, Buenos Aires tras lluvias intensas","Vecinos informan (esta tarde) anegamientos y acumulación de agua en la salida hacia la ruta. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-34.487521,-58.503684,2/17/2024
"Choque en Jáchal, San Juan: tránsito reducido",Testigos informan (esta noche) un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-30.211776,-68.753511,10/7/2025
"Incendio en San Fernando del Valle de Catamarca, Catamarca: bomberos trabajan en el lugar",Se reporta un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-28.468702,-65.779769,5/19/2025
"Tormenta con granizo en Malargüe, Mendoza: daños en vehículos","Vecinos reportan caída de granizo en inmediaciones de una escuela. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros.",Granizo,-35.478035,-69.590816,11/10/2025
"Corte parcial por protesta en San Luis, San Luis",Vecinos informan una manifestación en un corredor comercial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-33.328009,-66.313503,12/5/2025
